"(1, 3)","(4, 4)",58.93536121673
"(1, 3)","(4, 5)",58.5551330798479
"(1, 4)","(4, 4)",58.5551330798479
"(1, 4)","(4, 5)",58.5551330798479
"(1, 2)","(4, 4)",58.1749049429658
"(2, 2)","(2, 3)",58.1749049429658
"(2, 3)","(3, 3)",58.1749049429658
"(2, 4)","(3, 3)",58.1749049429658
"(2, 4)","(3, 5)",58.1749049429658
"(3, 3)","(4, 4)",58.1749049429658
"(1, 1)","(3, 4)",57.7946768060837
"(1, 2)","(3, 3)",57.7946768060837
"(1, 4)","(2, 5)",57.7946768060837
"(1, 4)","(3, 6)",57.7946768060837
"(2, 2)","(3, 3)",57.7946768060837
"(2, 3)","(2, 3)",57.7946768060837
"(2, 3)","(2, 5)",57.7946768060837
"(2, 3)","(3, 5)",57.7946768060837
"(2, 4)","(2, 4)",57.7946768060837
"(2, 4)","(2, 5)",57.7946768060837
"(2, 4)","(2, 6)",57.7946768060837
"(3, 3)","(3, 5)",57.7946768060837
"(3, 3)","(3, 7)",57.7946768060837
"(3, 3)","(4, 6)",57.7946768060837
"(3, 4)","(2, 5)",57.7946768060837
"(3, 4)","(3, 4)",57.7946768060837
"(3, 4)","(4, 6)",57.7946768060837
"(1, 1)","(2, 6)",57.4144486692015
"(1, 3)","(2, 6)",57.4144486692015
"(1, 3)","(2, 7)",57.4144486692015
"(1, 3)","(3, 6)",57.4144486692015
"(1, 4)","(2, 7)",57.4144486692015
"(1, 4)","(3, 7)",57.4144486692015
"(2, 2)","(2, 6)",57.4144486692015
"(2, 3)","(2, 6)",57.4144486692015
"(2, 4)","(2, 3)",57.4144486692015
"(2, 4)","(3, 4)",57.4144486692015
"(3, 3)","(2, 5)",57.4144486692015
"(3, 3)","(3, 4)",57.4144486692015
"(3, 3)","(3, 6)",57.4144486692015
"(3, 4)","(2, 4)",57.4144486692015
"(3, 4)","(3, 6)",57.4144486692015
"(3, 4)","(3, 7)",57.4144486692015
"(3, 4)","(4, 4)",57.4144486692015
"(1, 1)","(3, 3)",57.0342205323194
"(1, 1)","(3, 6)",57.0342205323194
"(1, 1)","(3, 7)",57.0342205323194
"(1, 1)","(6, 6)",57.0342205323194
"(1, 2)","(2, 6)",57.0342205323194
"(1, 2)","(3, 5)",57.0342205323194
"(1, 3)","(3, 7)",57.0342205323194
"(1, 3)","(4, 6)",57.0342205323194
"(1, 3)","(4, 7)",57.0342205323194
"(1, 3)","(5, 5)",57.0342205323194
"(1, 4)","(2, 4)",57.0342205323194
"(1, 4)","(2, 6)",57.0342205323194
"(1, 4)","(4, 7)",57.0342205323194
"(1, 4)","(5, 5)",57.0342205323194
"(2, 2)","(2, 4)",57.0342205323194
"(2, 2)","(4, 4)",57.0342205323194
"(2, 2)","(4, 5)",57.0342205323194
"(2, 3)","(2, 4)",57.0342205323194
"(2, 3)","(2, 7)",57.0342205323194
"(2, 3)","(3, 4)",57.0342205323194
"(2, 3)","(4, 4)",57.0342205323194
"(2, 4)","(2, 7)",57.0342205323194
"(3, 3)","(2, 3)",57.0342205323194
"(3, 3)","(2, 6)",57.0342205323194
"(3, 3)","(3, 3)",57.0342205323194
"(3, 3)","(4, 5)",57.0342205323194
"(3, 3)","(4, 7)",57.0342205323194
"(3, 4)","(2, 6)",57.0342205323194
"(3, 4)","(3, 5)",57.0342205323194
"(3, 4)","(4, 5)",57.0342205323194
"(3, 4)","(4, 7)",57.0342205323194
"(1, 1)","(2, 5)",56.6539923954373
"(1, 1)","(2, 7)",56.6539923954373
"(1, 1)","(3, 5)",56.6539923954373
"(1, 2)","(3, 4)",56.6539923954373
"(1, 2)","(3, 7)",56.6539923954373
"(1, 2)","(4, 5)",56.6539923954373
"(1, 2)","(4, 6)",56.6539923954373
"(1, 2)","(6, 6)",56.6539923954373
"(1, 3)","(2, 4)",56.6539923954373
"(1, 3)","(2, 5)",56.6539923954373
"(1, 3)","(3, 3)",56.6539923954373
"(1, 3)","(3, 4)",56.6539923954373
"(1, 3)","(3, 5)",56.6539923954373
"(1, 3)","(5, 7)",56.6539923954373
"(1, 4)","(3, 3)",56.6539923954373
"(1, 4)","(3, 4)",56.6539923954373
"(2, 2)","(4, 6)",56.6539923954373
"(2, 2)","(5, 6)",56.6539923954373
"(2, 3)","(3, 6)",56.6539923954373
"(2, 3)","(3, 7)",56.6539923954373
"(2, 3)","(4, 5)",56.6539923954373
"(2, 4)","(3, 6)",56.6539923954373
"(2, 4)","(3, 7)",56.6539923954373
"(2, 4)","(4, 4)",56.6539923954373
"(2, 4)","(4, 5)",56.6539923954373
"(2, 4)","(4, 7)",56.6539923954373
"(2, 4)","(5, 6)",56.6539923954373
"(3, 3)","(2, 7)",56.6539923954373
"(3, 4)","(2, 2)",56.6539923954373
"(3, 4)","(2, 3)",56.6539923954373
"(3, 4)","(5, 5)",56.6539923954373
"(1, 1)","(2, 3)",56.2737642585551
"(1, 1)","(2, 4)",56.2737642585551
"(1, 1)","(4, 5)",56.2737642585551
"(1, 1)","(4, 7)",56.2737642585551
"(1, 1)","(5, 5)",56.2737642585551
"(1, 1)","(5, 6)",56.2737642585551
"(1, 1)","(6, 7)",56.2737642585551
"(1, 2)","(3, 6)",56.2737642585551
"(1, 2)","(4, 7)",56.2737642585551
"(1, 2)","(5, 5)",56.2737642585551
"(1, 2)","(5, 6)",56.2737642585551
"(1, 3)","(6, 6)",56.2737642585551
"(1, 4)","(3, 5)",56.2737642585551
"(1, 4)","(4, 6)",56.2737642585551
"(1, 4)","(5, 7)",56.2737642585551
"(1, 4)","(6, 6)",56.2737642585551
"(2, 2)","(2, 5)",56.2737642585551
"(2, 2)","(3, 4)",56.2737642585551
"(2, 2)","(3, 5)",56.2737642585551
"(2, 2)","(5, 5)",56.2737642585551
"(2, 3)","(4, 7)",56.2737642585551
"(2, 3)","(5, 6)",56.2737642585551
"(2, 4)","(5, 7)",56.2737642585551
"(2, 4)","(6, 6)",56.2737642585551
"(3, 3)","(2, 2)",56.2737642585551
"(3, 3)","(2, 4)",56.2737642585551
"(3, 4)","(2, 7)",56.2737642585551
"(1, 1)","(4, 6)",55.893536121673
"(1, 1)","(5, 7)",55.893536121673
"(1, 1)","(7, 7)",55.893536121673
"(1, 2)","(2, 5)",55.893536121673
"(1, 2)","(6, 7)",55.893536121673
"(1, 3)","(6, 7)",55.893536121673
"(1, 4)","(5, 6)",55.893536121673
"(2, 2)","(3, 6)",55.893536121673
"(2, 2)","(3, 7)",55.893536121673
"(2, 2)","(4, 7)",55.893536121673
"(2, 3)","(4, 6)",55.893536121673
"(2, 4)","(4, 6)",55.893536121673
"(2, 4)","(5, 5)",55.893536121673
"(3, 3)","(5, 6)",55.893536121673
"(3, 4)","(5, 6)",55.893536121673
"(1, 2)","(2, 7)",55.5133079847909
"(1, 2)","(5, 7)",55.5133079847909
"(1, 3)","(5, 6)",55.5133079847909
"(1, 4)","(2, 2)",55.5133079847909
"(1, 4)","(2, 3)",55.5133079847909
"(1, 4)","(6, 7)",55.5133079847909
"(2, 2)","(2, 7)",55.5133079847909
"(2, 2)","(5, 7)",55.5133079847909
"(2, 3)","(5, 7)",55.5133079847909
"(2, 3)","(6, 6)",55.5133079847909
"(3, 3)","(5, 5)",55.5133079847909
"(3, 4)","(3, 3)",55.5133079847909
"(3, 4)","(6, 6)",55.5133079847909
"(1, 1)","(4, 4)",55.1330798479088
"(1, 3)","(2, 3)",55.1330798479088
"(2, 2)","(6, 6)",55.1330798479088
"(2, 3)","(2, 2)",55.1330798479088
"(3, 3)","(5, 7)",55.1330798479088
"(3, 4)","(5, 7)",55.1330798479088
"(1, 1)","(2, 2)",54.7528517110266
"(1, 3)","(2, 2)",54.7528517110266
"(1, 3)","(7, 7)",54.7528517110266
"(2, 2)","(2, 2)",54.7528517110266
"(2, 3)","(5, 5)",54.7528517110266
"(3, 3)","(6, 6)",54.7528517110266
"(1, 2)","(2, 3)",54.3726235741445
"(1, 2)","(2, 4)",54.3726235741445
"(2, 4)","(2, 2)",54.3726235741445
"(2, 4)","(6, 7)",54.3726235741445
"(3, 4)","(6, 7)",54.3726235741445
"(1, 4)","(7, 7)",53.9923954372624
"(2, 3)","(6, 7)",53.9923954372624
"(2, 4)","(7, 7)",53.9923954372624
"(3, 3)","(6, 7)",53.9923954372624
"(1, 2)","(2, 2)",53.6121673003802
"(2, 2)","(6, 7)",53.6121673003802
"(2, 3)","(7, 7)",53.6121673003802
"(3, 4)","(7, 7)",53.6121673003802
"(1, 2)","(7, 7)",53.2319391634981
"(3, 3)","(7, 7)",53.2319391634981
"(2, 2)","(7, 7)",52.851711026616
